Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Fertilizer_Per_Ha,Pesticide_Per_Ha,Rainfall_Category,Decade,Production_Per_Rainfall,log_Area,log_Production,log_Fertilizer,log_Pesticide,log_Fertilizer_Per_Ha,log_Pesticide_Per_Ha,Crop_enc,Season_enc,State_enc,Rainfall_Category_enc
Maize,2012,Rabi,Andhra Pradesh,407000.0,2513000,968.7,61375600.0,126170.0,6.119545455,150.79999999962948,0.30999999999923833,Low,2010,2594.198407562508,12.91657092142417,14.73698821445641,17.932522936291708,11.745393408704755,5.022563864959089,0.27002713721247873,24,2,0,1
Mesta,2012,Kharif,Andhra Pradesh,15000.0,126000,968.7,2262000.0,4650.0,7.125,150.79999998994666,0.3099999999793333,Low,2010,130.071229348538,9.61587214452889,11.744045122410057,14.631760377744754,8.444837529224097,5.022563864895302,0.2700271371972841,26,1,0,1
Moong(Green Gram),2012,Kharif,Andhra Pradesh,151000.0,107000,968.7,22770800.0,46810.0,0.554736842,150.79999999900133,0.30999999999794703,Low,2010,110.45731381185371,11.92504173829169,11.580593459194764,16.94098961528681,10.753873497022564,5.022563864954951,0.270027137211493,27,1,0,1
Moong(Green Gram),2012,Rabi,Andhra Pradesh,127000.0,87000,968.7,19151600.0,39370.0,0.768666667,150.7999999988126,0.30999999999755906,Low,2010,89.81108693113339,11.751950239425476,11.373674891823535,16.767896873229542,10.580784783666008,5.022563864953708,0.27002713721119687,27,2,0,1
Niger Seed,2012,Rabi,Andhra Pradesh,8273.0,5813,968.7,1247568.4,2564.63,0.63,150.799999981772,0.3099999999625287,Low,2010,6.00082584288136,9.020873347021357,8.668024081118821,14.036707736322974,7.849959341481768,5.022563864841451,0.27002713718445615,29,2,0,1
Other  Rabi Pulses,2012,Rabi,Andhra Pradesh,6590.0,4021,968.7,993772.0,2042.9,0.983333333,150.79999997711684,0.309999999952959,Low,2010,4.15092391436882,8.79346036105272,8.299534570332597,13.809264089336933,7.622615026447733,5.022563864810784,0.27002713717715104,32,2,0,1
Other Kharif Pulses,2012,Kharif,Andhra Pradesh,2929.0,1923,968.7,441693.2,907.99,0.6075,150.79999994851485,0.3099999998941618,Low,2010,1.9851347145812586,7.982757702011113,7.562161631225652,12.998373066413958,6.812334093016856,5.022563864622366,0.27002713713226767,34,1,0,1
Ragi,2012,Kharif,Andhra Pradesh,36000.0,38000,968.7,5428800.0,11160.0,1.207142857,150.7999999958111,0.3099999999913889,Low,2010,39.227831073368606,10.491301994830229,10.545367754151743,15.507228857214857,9.320180837655714,5.022563864933935,0.2700271372064868,39,1,0,1
Ragi,2012,Rabi,Andhra Pradesh,5000.0,6000,968.7,754000.0,1550.0,1.2,150.79999996984,0.309999999938,Low,2010,6.193868064216096,8.517393171418904,8.699681400989514,13.53314897324916,7.346655163176539,5.022563864762847,0.27002713716573196,39,2,0,1
Rapeseed &Mustard,2012,Rabi,Andhra Pradesh,3522.0,1530,968.7,531117.6,1091.82,0.4525,150.79999995718342,0.3099999999119818,Low,2010,1.5794363563751044,8.167068178341237,7.333676395657684,13.18274062745042,6.996516790259595,5.02256386467947,0.27002713714587073,40,2,0,1
Rice,2012,Kharif,Andhra Pradesh,2487000.0,7167000,968.7,375039600.0,770970.0,2.969545455,150.7999999999394,0.3099999999998754,Low,2010,7398.575402706126,14.726588124876333,15.784997854504441,19.742542181025783,13.555406038349085,5.02256386496113,0.27002713721296506,41,1,0,1
Rice,2012,Rabi,Andhra Pradesh,1141000.0,4344000,968.7,172062800.0,353710.0,3.243636364,150.79999999986782,0.3099999999997283,Low,2010,4484.360478492453,13.947416505268018,15.28430637079846,18.9633700902299,12.776235474512076,5.0225638649606585,0.2700271372128528,41,2,0,1
Safflower,2012,Rabi,Andhra Pradesh,276.0,172,968.7,41620.8,85.56,1.256666667,150.7999994536232,0.3099999988768116,Low,2010,0.17755755117419475,5.6240175061873385,5.153291594497779,10.63637934745069,4.460837815098172,5.022563861362209,0.27002713635566444,42,2,0,1
Sesamum,2012,Kharif,Andhra Pradesh,25000.0,6000,968.7,3770000.0,7750.0,0.2,150.799999993968,0.3099999999876,Low,2010,6.193868064216096,10.12667110305036,8.699681400989514,15.142585824676148,8.955577146281511,5.022563864921793,0.2700271372035945,44,1,0,1
Sesamum,2012,Rabi,Andhra Pradesh,41000.0,15000,968.7,6182800.0,12710.0,0.283846154,150.79999999632196,0.30999999999243905,Low,2010,15.484670160540238,10.62135173563291,9.61587214452889,15.637281962999305,9.450223039294668,5.0225638649373,0.2700271372072885,44,2,0,1
Small Millets,2012,Kharif,Andhra Pradesh,36000.0,35000,968.7,5428800.0,11160.0,1.283333333,150.7999999958111,0.3099999999913889,Low,2010,36.13089704126056,10.491301994830229,10.463131911491967,15.507228857214857,9.320180837655714,5.022563864933935,0.2700271372064868,45,1,0,1
Small Millets,2012,Rabi,Andhra Pradesh,2000.0,1000,968.7,301600.0,620.0,0.5,150.7999999246,0.309999999845,Low,2010,1.0323113440360159,7.601402334583733,6.90875477931522,12.61686023076031,6.431331081933479,5.022563864464823,0.2700271370947395,45,2,0,1
Soyabean,2012,Kharif,Andhra Pradesh,1317.0,2393,968.7,198603.6,408.27,1.793333333,150.79999988549733,0.3099999997646165,Low,2010,2.470321046278186,7.183870715062453,7.780720886117918,12.199071192459916,6.014375084941085,5.02256386420723,0.2700271370333781,46,1,0,1
Soyabean,2012,Rabi,Andhra Pradesh,81.0,147,968.7,12214.8,25.11,1.816666667,150.79999813827163,0.3099999961728396,Low,2010,0.15174976757329434,4.406719247264253,4.997212273764115,9.41048547479326,3.2623183827110376,5.022563852697179,0.27002713429156366,46,2,0,1
Sunflower,2012,Kharif,Andhra Pradesh,19000.0,14000,968.7,2865200.0,5890.0,0.763333333,150.79999999206316,0.3099999999836842,Low,2010,14.452358816504223,9.852246888342531,9.546884034617925,14.868149062738148,8.681181041521688,5.022563864909245,0.2700271372006054,48,1,0,1
Sunflower,2012,Rabi,Andhra Pradesh,123000.0,87000,968.7,18548400.0,38130.0,0.758333333,150.79999999877398,0.3099999999974797,Low,2010,89.81108693113339,11.719947764402807,11.373674891823535,16.735894143841413,10.548782878576425,5.022563864953453,0.2700271372111363,48,2,0,1
Tobacco,2012,Rabi,Andhra Pradesh,56.0,286,968.7,8444.8,17.36,5.255,150.7999973071429,0.30999999446428583,Low,2010,0.29524104439430054,4.04305126783455,5.659482215759621,9.041424555365067,2.9101743851923443,5.022563847222023,0.2700271329873241,51,2,0,1
Tobacco,2012,Whole Year,Andhra Pradesh,134000.0,265000,968.7,20207200.0,41540.0,2.56,150.79999999887463,0.30999999999768657,Low,2010,273.56250616954424,11.80560254159177,12.487488878546145,16.821549583994216,10.634436170322823,5.022563864954116,0.2700271372112942,51,4,0,1
Urad,2012,Kharif,Andhra Pradesh,57000.0,51000,968.7,8595600.0,17670.0,0.830666667,150.79999999735438,0.3099999999945614,Low,2010,52.64787854583681,10.950824090522445,10.839600519357369,15.966761118729128,9.779680156808055,5.022563864944101,0.2700271372089086,53,1,0,1
Urad,2012,Rabi,Andhra Pradesh,387000.0,321000,968.7,58359600.0,119970.0,0.693333333,150.79999999961032,0.30999999999919897,Low,2010,331.3719414355611,12.866182555987908,12.679199517372098,17.882134444720915,11.695005325891422,5.022563864958962,0.2700271372124487,53,2,0,1
Wheat,2012,Rabi,Andhra Pradesh,8000.0,9000,968.7,1206400.0,2480.0,1.25,150.79999998115,0.30999999996125,Low,2010,9.290802096324143,8.987321812850125,9.105090961257085,14.003152105147953,7.816416983691801,5.022563864837353,0.27002713718348004,54,2,0,1
Arecanut,2012,Rabi,Assam,67327.0,88999,2167.5,10152911.6,20871.37,1.557037037,150.79999999776018,0.3099999999953956,Very High,2010,41.060668954527955,11.117331476657327,11.396391648714276,16.133271177953194,9.946181553757947,5.0225638649467745,0.27002713720954535,0,2,2,3
Arhar/Tur,2012,Kharif,Assam,5958.0,4937,2167.5,898466.4,1846.98,0.81962963,150.79999997468948,0.3099999999479691,Very High,2010,2.277739329975668,8.69265796074698,8.504715669905124,13.70844570185414,7.521848429632243,5.022563864794794,0.2700271371733419,1,1,2,3
Black Pepper,2012,Whole Year,Assam,3531.0,5541,2167.5,532474.8,1094.61,1.682962963,150.79999995729256,0.30999999991220617,Very High,2010,2.5564013829036214,8.16961956172385,8.620110725422924,13.185292729523626,6.999066564766034,5.02256386468019,0.270027137146042,5,4,2,3
Castor Seed,2012,Kharif,Assam,902.0,492,2167.5,136021.6,279.62,0.5436,150.79999983281598,0.3099999996563193,Very High,2010,0.2269896192724385,6.805722553416985,6.20050917404269,11.820576327382996,5.63700144096585,5.022563863860186,0.27002713695070846,8,1,2,3
Cotton(Lint),2012,Kharif,Assam,1802.0,863,2167.5,271741.6,558.62,0.489583333,150.7999999163152,0.3099999998279689,Very High,2010,0.3981545557563301,7.497207223203318,6.761572768804055,12.512610573701924,6.327257981966827,5.022563864410246,0.27002713708173876,11,1,2,3
Dry Chillies,2012,Whole Year,Assam,18974.0,14765,2167.5,2861279.2,5881.94,0.746666667,150.79999999205228,0.30999999998366184,Very High,2010,6.811995383247061,9.85087760226383,9.60008251961911,14.866779705020647,8.679811915934323,5.022563864909173,0.2700271372005883,13,4,2,3
Gram,2012,Rabi,Assam,1742.0,966,2167.5,262693.6,540.02,0.590740741,150.7999999134328,0.30999999982204357,Very High,2010,0.44567474027881215,7.463363045520021,6.874198495453294,12.478747419695324,6.29345624673987,5.022563864391258,0.2700271370772156,16,2,2,3
Linseed,2012,Rabi,Assam,6466.0,3827,2167.5,975072.8,2004.46,0.564,150.799999976678,0.3099999999520569,Very High,2010,1.7656286035683375,8.774467601446593,8.250097752572845,13.790268439423158,7.6036287398603655,5.022563864807894,0.27002713717646243,23,2,2,3
Maize,2012,Kharif,Assam,23695.0,21258,2167.5,3573206.0,7345.45,0.771481481,150.7999999936358,0.3099999999869171,Very High,2010,9.807612452222555,10.07306153650758,9.964535614101061,15.088974069836224,8.901972482330818,5.022563864919604,0.2700271372030732,24,1,2,3
Masoor,2012,Rabi,Assam,28923.0,16731,2167.5,4361588.4,8966.13,0.5748,150.79999999478616,0.30999999998928185,Very High,2010,7.719031138307252,10.272426979294842,9.72507833256209,15.28834709018059,9.101320948449278,5.022563864927183,0.27002713720487836,25,2,2,3
Mesta,2012,Kharif,Assam,4479.0,25096,2167.5,675433.2,1388.49,5.216923077,150.79999996633174,0.3099999999307881,Very High,2010,11.578316026953487,8.40737832540903,10.130503596064212,13.42311102231137,7.236692052323268,5.022563864739736,0.27002713716022664,26,1,2,3
Moong(Green Gram),2012,Rabi,Assam,10052.0,5953,2167.5,1515841.6,3116.12,0.565185185,150.799999984998,0.30999999996916033,Very High,2010,2.7464821209935493,9.215626376405421,8.691818541575723,14.231482013936656,8.044664777582591,5.022563864862702,0.2700271371895185,27,2,2,3
Niger Seed,2012,Kharif,Assam,7669.0,4059,2167.5,1156485.2,2377.39,0.572608696,150.7999999803364,0.3099999999595775,Very High,2010,1.8726643589976175,8.945071894361302,8.308938252595778,13.960896828027314,7.774179067167817,5.0225638648319935,0.2700271371822033,29,1,2,3
Onion,2012,Whole Year,Assam,7099.0,25893,2167.5,1070529.2,2200.69,3.265185185,150.79999997875757,0.3099999999563319,Very High,2010,11.946020755734247,8.867850063029406,10.161766560618593,13.883664597730249,7.6969805262639515,5.022563864821593,0.2700271371797257,31,4,2,3
Peas & Beans (Pulses),2012,Rabi,Assam,30952.0,19821,2167.5,4667561.6,9595.12,0.654814815,150.79999999512793,0.3099999999899845,Very High,2010,9.144636673981713,10.3402252039484,9.894547710966654,15.35614756619881,9.1691141290919,5.022563864929435,0.27002713720541477,37,2,2,3
Potato,2012,Whole Year,Assam,95436.0,708632,2167.5,14391748.8,29585.16,7.105555556,150.7999999984199,0.30999999999675176,Very High,2010,326.9351786265582,11.466221622916486,13.47109304103192,16.482165669803248,10.295061963400784,5.02256386495112,0.2700271372105806,38,4,2,3
Rapeseed &Mustard,2012,Rabi,Assam,279496.0,170382,2167.5,42147996.8,86643.76,0.564814815,150.79999999946045,0.30999999999889083,Very High,2010,78.60761242048092,12.540746838067093,12.045804123142252,17.556697739504532,11.369571820147259,5.022563864957975,0.2700271372122135,40,2,2,3
Rice,2012,Autumn,Assam,238178.0,308745,2167.5,35917242.4,73835.18,1.291481481,150.79999999936686,0.30999999999869843,Very High,2010,142.44290650867686,12.38077777080784,12.640274211374814,17.396728055691703,11.209604134360722,5.022563864957359,0.2700271372120666,41,0,2,3
Rice,2012,Summer,Assam,389140.0,1155877,2167.5,58682312.0,120633.4,2.7724,150.79999999961248,0.30999999999920336,Very High,2010,533.276585682456,12.8716970247913,13.960370786312929,17.887648927640132,11.70051976306624,5.022563864958976,0.27002713721245203,41,3,2,3
Rice,2012,Winter,Assam,1857410.0,3655430,2167.5,280097428.0,575797.1,1.968888889,150.7999999999188,0.3099999999998331,Very High,2010,1686.4728942622962,14.434694140563426,15.111724564870556,19.45064806132352,13.263512357397909,5.022563864960994,0.27002713721293276,41,5,2,3
Sesamum,2012,Kharif,Assam,11413.0,8012,2167.5,1721080.4,3538.03,0.629259259,150.799999986787,0.309999999972838,Very High,2010,3.6964244504284087,9.342595951096653,8.98882050177807,14.358463372157667,8.171607957280429,5.0225638648744875,0.27002713719232585,44,1,2,3
Small Millets,2012,Kharif,Assam,4429.0,2200,2167.5,667893.2,1372.99,0.537307692,150.79999996595166,0.30999999993000676,Very High,2010,1.0149942325190338,8.39615486303918,7.696667081526462,13.411885056741301,7.2254741947354315,5.022563864737232,0.2700271371596302,45,1,2,3
Sweet Potato,2012,Whole Year,Assam,6277.0,25955,2167.5,946571.6,1945.87,4.54037037,150.79999997597577,0.30999999995061334,Very High,2010,11.974625138650692,8.744806737401898,10.164158075741058,13.760602950334949,7.573978233754222,5.022563864803267,0.2700271371753604,49,4,2,3
Tobacco,2012,Whole Year,Assam,278.0,148,2167.5,41922.4,86.18,0.58952381,150.79999945755395,0.3099999988848921,Very High,2010,0.0682814301876441,5.631211781821365,5.003946305945459,10.643599422576168,4.467974946810247,5.022563861388104,0.2700271363618328,51,4,2,3
Turmeric,2012,Whole Year,Assam,16309.0,15583,2167.5,2459397.2,5055.79,0.928888889,150.79999999075358,0.3099999999809921,Very High,2010,7.18938869333823,9.69953369561506,9.654000025882317,14.715427243834391,8.528487173620933,5.022563864900618,0.2700271371985503,52,4,2,3
Urad,2012,Rabi,Assam,48527.0,26735,2167.5,7317871.6,15043.37,0.546666667,150.79999999689244,0.30999999999361183,Very High,2010,12.334486730180169,10.789896229928363,10.193766250835175,15.80583021528157,9.61875911381052,5.022563864941058,0.2700271372081837,53,2,2,3
Wheat,2012,Rabi,Assam,33984.0,44190,2167.5,5124787.2,10535.04,1.2508,150.79999999556262,0.3099999999908781,Very High,2010,20.38754324318914,10.433674529780738,10.696276427422939,15.449599755305501,9.262557039923124,5.022563864932298,0.2700271372060969,54,2,2,3
Arhar/Tur,2012,Kharif,Karnataka,659742.0,467109,956.2,99489093.6,204520.02,0.573333333,150.79999999977142,0.3099999999995301,Low,2010,488.5055422625961,13.399605644229707,13.054320054952965,18.41555859411203,12.228426036468806,5.0225638649600235,0.27002713721270144,1,1,12,1
Bajra,2012,Kharif,Karnataka,274615.0,285157,956.2,41411942.0,85130.65,0.986190476,150.79999999945088,0.3099999999988711,Low,2010,298.21899153083143,12.523129037188133,12.560798691600572,17.539079875454558,11.351954160811733,5.022563864957912,0.2700271372121984,2,1,12,1
Black Pepper,2012,Whole Year,Karnataka,26837.0,76040,956.2,4047019.6,8319.47,2.986,150.7999999943809,0.30999999998844874,Low,2010,79.52311223643264,10.197574072660903,11.239027947489063,15.213491514035312,9.026474022604347,5.022563864924513,0.2700271372042424,5,4,12,1
Cardamom,2012,Whole Year,Karnataka,19286.0,1578,956.2,2908328.8,5978.66,0.093333333,150.79999999218086,0.30999999998392613,Low,2010,1.650282365979625,9.867186572809796,7.364547014255642,14.883089522484203,8.696118989141013,5.02256386491002,0.27002713720079,6,4,12,1
Cashewnut,2012,Whole Year,Karnataka,63404.0,51026,956.2,9561323.2,19655.24,0.85,150.7999999976216,0.30999999999511074,Low,2010,53.36331305860352,11.057298001669,10.840110183382201,16.07323679007967,9.886150124138684,5.0225638649458615,0.27002713720932797,7,4,12,1
Castor Seed,2012,Kharif,Karnataka,11462.0,7142,956.2,1728469.6,3553.22,0.658095238,150.7999999868435,0.3099999999729541,Low,2010,7.469148705846948,9.34687973611501,8.873888135154973,14.36274752923185,8.175890908880902,5.02256386487486,0.27002713719241445,8,1,12,1
Coriander,2012,Whole Year,Karnataka,4219.0,1667,956.2,636225.2,1307.89,0.401304348,150.7999999642569,0.3099999999265229,Low,2010,1.7433591280659284,8.347590407030058,7.419380582918692,13.363309439467457,7.176934728765433,5.0225638647260675,0.2700271371569708,10,4,12,1
Cotton(Lint),2012,Kharif,Karnataka,446810.0,1026068,956.2,67378948.0,138511.1,2.051304348,150.7999999996625,0.3099999999993062,Low,2010,1073.0683946108884,13.00989096539069,13.841245553913563,18.025843197720704,11.838712965414402,5.022563864959306,0.2700271372125306,11,1,12,1
Cotton(Lint),2012,Rabi,Karnataka,48405.0,59666,956.2,7299474.0,15005.55,1.118,150.79999999688462,0.3099999999935957,Low,2010,62.39907962518397,10.787379051963605,10.996534382731356,15.80331298572419,9.61624205143987,5.022563864941007,0.2700271372081714,11,2,12,1
Cotton(Lint),2012,Summer,Karnataka,1810.0,5017,956.2,272948.0,561.1,2.77375,150.79999991668507,0.3099999998287293,Low,2010,5.246810285247008,7.501634457883413,8.520786726926367,12.517040243528527,6.331679770008029,5.022563864412683,0.2700271370823192,11,3,12,1
Cowpea(Lobia),2012,Kharif,Karnataka,64825.0,17765,956.2,9775610.0,20095.75,0.36962963,150.79999999767372,0.3099999999952179,Low,2010,18.578749196215487,11.079462036435203,9.785041797329646,16.095401168276123,9.908313389431392,5.022563864946205,0.2700271372094097,12,1,12,1
Cowpea(Lobia),2012,Rabi,Karnataka,7192.0,2396,956.2,1084553.6,2229.52,0.332272727,150.79999997903226,0.30999999995689653,Low,2010,2.5057519321211545,8.880863609867356,7.781973234434385,13.896679953763226,7.7099900211275365,5.022563864823402,0.27002713718015675,12,2,12,1
Cowpea(Lobia),2012,Summer,Karnataka,6937.0,2498,956.2,1046099.6,2150.47,0.366956522,150.7999999782615,0.3099999999553121,Low,2010,2.6124241763099514,8.844768827529695,7.823645930834952,13.86058009489062,7.673906608421272,5.022563864818324,0.2700271371789473,12,3,12,1
Dry Chillies,2012,Kharif,Karnataka,51284.0,47005,956.2,7733627.2,15898.04,1.012857143,150.7999999970595,0.3099999999939552,Low,2010,49.15812586367065,10.84515359074151,10.758030532118873,15.86108867655187,9.674014009027045,5.022563864942159,0.27002713720844584,13,1,12,1
Dry Chillies,2012,Rabi,Karnataka,5430.0,14836,956.2,818844.0,1683.3,2.660769231,150.79999997222836,0.3099999999429097,Low,2010,15.51558249789209,8.599878558034845,9.604879339950793,13.615650089734928,7.42910532620434,5.022563864778581,0.2700271371694798,13,2,12,1
Dry Chillies,2012,Summer,Karnataka,5057.0,14294,956.2,762595.6,1567.67,2.784,150.79999997017993,0.3099999999386988,Low,2010,14.948755474849658,8.52872642722991,9.567665104756411,13.544484467963981,7.357983405563817,5.022563864765086,0.27002713716626536,13,3,12,1
Garlic,2012,Whole Year,Karnataka,4238.0,5531,956.2,639090.4,1313.78,1.385625,150.79999996441717,0.30999999992685223,Low,2010,5.784354731453299,8.352082671352637,8.61830469278465,13.36780275912474,7.181424630235367,5.022563864727124,0.27002713715722215,14,4,12,1
Gram,2012,Rabi,Karnataka,969072.0,623101,956.2,146136057.6,300412.32,0.596538462,150.79999999984437,0.3099999999996801,Low,2010,651.6429610419965,13.78409522343265,13.342465508284825,18.80004865393491,12.612914538767917,5.022563864960504,0.27002713721281596,16,2,12,1
Groundnut,2012,Kharif,Karnataka,404646.0,227389,956.2,61020616.8,125440.26,0.604642857,150.79999999962732,0.3099999999992339,Low,2010,237.8048522926115,12.910770361081958,12.334421883957837,17.926722361750873,11.739592880176644,5.022563864959074,0.27002713721247534,17,1,12,1
Groundnut,2012,Rabi,Karnataka,18818.0,31805,956.2,2837754.4,5833.58,1.695,150.7999999919864,0.3099999999835264,Low,2010,33.26186986690873,9.842622276764853,10.367410230215862,14.858523945531818,8.671557562695565,5.022563864908739,0.27002713720048493,17,2,12,1
Groundnut,2012,Summer,Karnataka,165406.0,135976,956.2,24943224.8,51275.86,0.887826087,150.7999999990883,0.30999999999812583,Low,2010,142.20455956682224,12.01616438232069,11.820241032769129,17.032112832273967,10.844994857270471,5.022563864955524,0.2700271372116295,17,3,12,1
Horse-Gram,2012,Kharif,Karnataka,63877.0,25984,956.2,9632651.6,19801.87,0.419230769,150.79999999763922,0.3099999999951469,Low,2010,27.174231303938264,11.064730293135002,10.165274727442542,16.080669197557846,9.893582155673412,5.022563864945978,0.2700271372093555,19,1,12,1
Horse-Gram,2012,Rabi,Karnataka,135973.0,51933,956.2,20504728.4,42151.63,0.368518519,150.79999999889094,0.3099999999977201,Low,2010,54.31185938683135,11.82021896997105,10.857728960638758,16.836166119939946,10.649052357687472,5.022563864954224,0.27002713721131977,19,2,12,1
Jowar,2012,Kharif,Karnataka,158054.0,193564,956.2,23834543.2,48996.74,1.152173913,150.7999999990459,0.3099999999980386,Low,2010,202.43045366823839,11.970698352701739,12.173368652357047,16.98664652329997,10.799529453580112,5.022563864955244,0.27002713721156296,20,1,12,1
Jowar,2012,Rabi,Karnataka,1097473.0,1107363,956.2,165498928.4,340216.63,0.87047619,150.7999999998626,0.30999999999971756,Low,2010,1158.0872190356754,13.908521733445834,13.917492974263936,18.924475283878294,12.73734078005854,5.022563864960625,0.27002713721284455,20,2,12,1
Jowar,2012,Summer,Karnataka,8361.0,13771,956.2,1260838.8,2591.91,1.6,150.79999998196388,0.30999999996292305,Low,2010,14.401798771803179,9.03145291191651,9.530392824458414,14.047288564846399,7.86053607610483,5.022563864842715,0.2700271371847572,20,3,12,1
Linseed,2012,Rabi,Karnataka,6882.0,1206,956.2,1037805.6,2133.42,0.207142857,150.79999997808775,0.309999999954955,Low,2010,1.2612424165851888,8.836809882398365,7.095893221097532,13.852620005502414,7.665950225992246,5.02256386481718,0.27002713717867466,23,2,12,1
Maize,2012,Kharif,Karnataka,1161644.0,2978477,956.2,175175915.2,360109.64,2.741071429,150.79999999987018,0.30999999999973316,Low,2010,3114.9100573991736,13.965347661971728,14.906922989755344,18.981301262405566,12.794166596548411,5.0225638649606745,0.2700271372128565,24,1,12,1
Maize,2012,Rabi,Karnataka,127577.0,386114,956.2,19238611.6,39548.87,3.155185185,150.79999999881798,0.3099999999975701,Low,2010,403.80045973248224,11.756483221234756,12.863890531536535,16.77242989041466,10.585317686211889,5.022563864953743,0.2700271372112053,24,2,12,1
Maize,2012,Summer,Karnataka,32413.0,111382,956.2,4887880.4,10048.03,3.439666667,150.79999999534755,0.3099999999904359,Low,2010,116.48399904153524,10.386345707218064,11.620729991598665,15.40226951603675,9.21523139141618,5.022563864930881,0.2700271372057594,24,3,12,1
Mesta,2012,Whole Year,Karnataka,713.0,871,956.2,107520.4,221.03,1.242,150.7999997884993,0.3099999995652174,Low,2010,0.9108973008670808,6.570882962339584,6.77078942390898,11.585445176505539,5.402812507877485,5.022563863568244,0.2700271368811651,26,4,12,1
Moong(Green Gram),2012,Kharif,Karnataka,169271.0,51289,956.2,25526066.8,52474.01,0.200833333,150.7999999991091,0.30999999999816863,Low,2010,53.63836011960012,12.039262167556124,10.845251080383314,17.05521075463658,10.868092335255753,5.022563864955661,0.27002713721166216,27,1,12,1
Moong(Green Gram),2012,Rabi,Karnataka,4868.0,1140,956.2,734094.4,1509.08,0.211818182,150.79999996902217,0.30999999993631877,Low,2010,1.1922191997571436,8.4906438561827,7.039660349862076,13.50639427190297,7.319917908538023,5.022563864757459,0.27002713716444854,27,2,12,1
Niger Seed,2012,Kharif,Karnataka,11639.0,2791,956.2,1755161.2,3608.09,0.2492,150.79999998704355,0.3099999999733654,Low,2010,2.918845426773849,9.36220272128543,7.934513463882263,14.378071832263908,8.19121094198771,5.022563864876178,0.2700271371927284,29,1,12,1
Onion,2012,Kharif,Karnataka,67739.0,359625,956.2,10215041.2,20999.09,5.5388,150.79999999777382,0.30999999999542366,Low,2010,376.0980962391779,11.123432126371762,12.792819881524297,16.139371917404965,9.952282002410662,5.022563864946864,0.2700271372095668,31,1,12,1
Onion,2012,Rabi,Karnataka,12087.0,79118,956.2,1822719.6,3746.97,7.056666667,150.7999999875238,0.30999999997435257,Low,2010,82.74210407577692,9.399968503952575,11.278708327187397,14.4158407780639,8.228969639057334,5.022563864879341,0.270027137193482,31,2,12,1
Onion,2012,Summer,Karnataka,3543.0,20096,956.2,534284.4,1098.33,5.650952381,150.79999995743722,0.30999999991250354,Low,2010,21.016523717824175,8.173011311724972,9.908325829176377,13.188685432099934,7.002456182306146,5.022563864681143,0.27002713714626897,31,3,12,1
Other  Rabi Pulses,2012,Rabi,Karnataka,4843.0,2218,956.2,730324.4,1501.33,0.46,150.79999996886227,0.30999999993599003,Low,2010,2.319598407948548,8.485496104672983,7.704811922932594,13.501245467230687,7.314772515249276,5.022563864756406,0.27002713716419763,32,2,12,1
Other Kharif Pulses,2012,Kharif,Karnataka,64785.0,60710,956.2,9769578.0,20083.35,0.861538462,150.7999999976723,0.30999999999521494,Low,2010,63.490901418645784,11.078844809615621,11.013880179739768,16.094783931995327,9.90769618381016,5.0225638649461954,0.27002713720940746,34,1,12,1
Potato,2012,Kharif,Karnataka,27314.0,174423,956.2,4118951.2,8467.34,7.302,150.79999999447904,0.3099999999886505,Low,2010,182.4126749817897,10.215191280829819,12.069244395667884,15.231109368592445,9.044089782606017,5.02256386492516,0.2700271372043965,38,1,12,1
Ragi,2012,Kharif,Karnataka,603184.0,913852,956.2,90960147.2,186987.04,1.36952381,150.79999999974999,0.3099999999994861,Low,2010,955.7121931021625,13.30997922799268,13.725425005991665,18.325932036692826,12.138799936572122,5.022563864959882,0.27002713721266786,39,1,12,1
Ragi,2012,Rabi,Karnataka,36638.0,52791,956.2,5525010.4,11357.78,1.404375,150.79999999588406,0.3099999999915389,Low,2010,55.20916120559594,10.508868525839198,10.874114943063258,15.524795868714378,9.337746292141757,5.0225638649344155,0.2700271372066013,39,2,12,1
Ragi,2012,Summer,Karnataka,5239.0,7846,956.2,790041.2,1624.09,1.525,150.79999997121587,0.3099999999408284,Low,2010,8.205396352012762,8.564076777315087,8.967886572127473,13.579841640738048,7.393318477845551,5.022563864771911,0.270027137167891,39,3,12,1
Rapeseed &Mustard,2012,Kharif,Karnataka,2201.0,650,956.2,331910.8,682.31,0.271538462,150.7999999314857,0.30999999985915494,Low,2010,0.6797741051246872,7.697121317282625,6.478509642208569,12.71262454995345,6.526948636539881,5.022563864510183,0.2700271371055449,40,1,12,1
Rice,2012,Kharif,Karnataka,1048427.0,2667359,956.2,158102791.6,325012.37,2.418333333,150.79999999985617,0.3099999999997043,Low,2010,2789.5408881096623,13.862802457438354,14.796599777181857,18.878755965527812,12.69162159892725,5.022563864960582,0.27002713721283444,41,1,12,1
Rice,2012,Rabi,Karnataka,45326.0,109309,956.2,6835160.8,14051.06,2.394615385,150.799999996673,0.30999999999316064,Low,2010,114.31604254934527,10.721658160407951,11.601943161287881,15.737590700135058,9.550524283231427,5.022563864939612,0.2700271372078393,41,2,12,1
Rice,2012,Summer,Karnataka,185162.0,587711,956.2,27922429.6,57400.22,2.747777778,150.7999999991856,0.3099999999983258,Low,2010,614.6318755337462,12.128991797217452,13.283992310973193,17.14494088794323,10.957820836437188,5.022563864956164,0.2700271372117821,41,3,12,1
